original_name	detection_name	coarse_name	training_eligible	mapping_confidence	merge_basis	aliases
deepstaria reticulum	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Deepstaria reticulum
paraphyllina	true jellyfish	jellyfish	yes	high	jellyfish order: Coronatae	Paraphyllina
periphylla periphylla	true jellyfish	jellyfish	yes	high	jellyfish order: Coronatae	Periphylla periphylla
phacellophora camtschatica	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Phacellophora camtschatica
poralia	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Poralia
poralia rufescens	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Poralia rufescens
stellamedusa ventana	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Stellamedusa ventana
stygiomedusa gigantea	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Stygiomedusa gigantea
tiburonia granrojo	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Tiburonia granrojo
ceriantharia	tube anemone	tube anemone	yes	high	existing visually distinct group retained	Ceriantharia
ceriantharia sp. 2	tube anemone	tube anemone	yes	high	existing visually distinct group retained	Ceriantharia sp. 2
cerianthidae	tube anemone	tube anemone	yes	high	existing visually distinct group retained	Cerianthidae
tube anemone	tube anemone	tube anemone	yes	high	existing visually distinct group retained	tube anemone
ascidiacea	tunicate	tunicate	yes	high	existing visually distinct group retained	Ascidiacea
cnemidocarpa	tunicate	tunicate	yes	high	existing visually distinct group retained	Cnemidocarpa
culeolus	tunicate	tunicate	yes	high	existing visually distinct group retained	Culeolus
culeolus barryi	tunicate	tunicate	yes	high	existing visually distinct group retained	Culeolus barryi
octacnemidae sp. 1	tunicate	tunicate	yes	high	existing visually distinct group retained	Octacnemidae sp. 1
sea squirt	tunicate	tunicate	yes	high	existing visually distinct group retained	sea squirt
tunicata	tunicate	tunicate	yes	high	existing visually distinct group retained	Tunicata
tunicate	tunicate	tunicate	yes	high	existing visually distinct group retained	tunicate
turtle	turtle (mixed/unspecified)	turtle	review	low	the aggregated turtle row mixes sea turtles and non-biological/cartoon aliases	AntiguaTurtle;cartoon turtle;green sea turtle;Green sea turtle;green sea turtle feeds;green sea turtle gracefully;HappyTurtle;hawksbill sea turtle;Hawksbill sea turtle;hawksbill sea turtle gracefully;hawksbill turtle;juvenile hawksbill sea turtle;large green sea turtle;loggerhead sea turtle;SeaTurtle;turtle;Turtle;young green sea turtle
homemade underwater drone	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	homemade underwater drone
humanoid underwater robot	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	humanoid underwater robot
orange underwater drone equipped	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	orange underwater drone equipped
quadcopter style underwater drone maneuvering	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	quadcopter-style underwater drone maneuvering
small cylindrical underwater robot	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	small cylindrical underwater robot
underwater drone	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	underwater drone
underwater robot	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	underwater robot
unmanned underwater vehicle	underwater robot or drone	underwater vehicle	yes	medium	generic robotic underwater vehicle	unmanned underwater vehicle
amphibious drone	vehicle depiction or ambiguous drone	underwater vehicle	review	low	toy or amphibious label is not a stable underwater-vehicle class	amphibious drone
toy submarine	vehicle depiction or ambiguous drone	underwater vehicle	review	low	toy or amphibious label is not a stable underwater-vehicle class	toy submarine
pacific walrus	walrus	walrus	yes	high	existing visually distinct group retained	pacific walrus;Pacific walrus
walrus	walrus	walrus	yes	high	existing visually distinct group retained	Walrus
ballena	whale	whale	yes	high	existing visually distinct group retained	Ballena
humpback	whale	whale	yes	high	existing visually distinct group retained	humpback
humpback whale	whale	whale	yes	high	existing visually distinct group retained	humpback whale;Humpback Whale;HumpbackWhale
humpback whale calf	whale	whale	yes	high	existing visually distinct group retained	humpback whale calf
killer whale	whale	whale	yes	high	existing visually distinct group retained	Killer Whale;KillerWhale
massive blue whale	whale	whale	yes	high	existing visually distinct group retained	massive blue whale
short finned pilot whale	whale	whale	yes	high	existing visually distinct group retained	short-finned pilot whale
sperm whale	whale	whale	yes	high	existing visually distinct group retained	Sperm Whale;SpermWhale
whale diving	whale	whale	yes	high	existing visually distinct group retained	WhaleDiving
young humpback whale	whale	whale	yes	high	existing visually distinct group retained	young humpback whale
tasselled wobbegong	wobbegong shark	shark	yes	high	distinct flattened carpet-shark body plan	tasselled wobbegong camouflaged against the sandy
wolf eel	wolffish	fish	yes	high	visual-name rule	large wolf eel;wolf eel
wolffish	wolffish	fish	yes	high	visual-name rule	wolffish
echiura	worm	worm	yes	high	existing visually distinct group retained	Echiura
hirudinea	worm	worm	yes	high	existing visually distinct group retained	Hirudinea
osedax frankpressi	worm	worm	yes	high	existing visually distinct group retained	Osedax frankpressi
paradiopatra	worm	worm	yes	high	existing visually distinct group retained	Paradiopatra
poeobius	worm	worm	yes	high	existing visually distinct group retained	Poeobius
poeobius meseres	worm	worm	yes	high	existing visually distinct group retained	Poeobius meseres
polychaeta	worm	worm	yes	high	existing visually distinct group retained	Polychaeta
polynoidae	worm	worm	yes	high	existing visually distinct group retained	Polynoidae
riftia pachyptila	worm	worm	yes	high	existing visually distinct group retained	Riftia pachyptila
sabellida	worm	worm	yes	high	existing visually distinct group retained	Sabellida
sabellidae	worm	worm	yes	high	existing visually distinct group retained	Sabellidae
serpulidae	worm	worm	yes	high	existing visually distinct group retained	Serpulidae
swima	worm	worm	yes	high	existing visually distinct group retained	Swima
tomopteris	worm	worm	yes	high	existing visually distinct group retained	Tomopteris
tomopteris nisseni	worm	worm	yes	high	existing visually distinct group retained	Tomopteris nisseni
anampses twistii	wrasse	fish	yes	high	visual-name rule	Anampses Twistii;AnampsesTwistii
blue spotted wrasse	wrasse	fish	yes	high	visual-name rule	Blue-spotted Wrasse;Blue-spottedWrasse
bluestreak cleaner wrasse	wrasse	fish	yes	high	visual-name rule	bluestreak cleaner wrasse;Bluestreak cleaner wrasse
bodianus pulchellus	wrasse	fish	yes	high	visual-name rule	Bodianus pulchellus
broomtail wrasse	wrasse	fish	yes	high	visual-name rule	broomtail wrasse
california sheephead wrasse	wrasse	fish	yes	high	visual-name rule	California sheephead wrasse
checkerboard wrasse	wrasse	fish	yes	high	visual-name rule	Checkerboard Wrasse
decodon puellaris	wrasse	fish	yes	high	visual-name rule	Decodon puellaris
giant wrasse	wrasse	fish	yes	high	visual-name rule	Giant Wrasse;GiantWrasse
halichoeres bathyphilus	wrasse	fish	yes	high	visual-name rule	Halichoeres bathyphilus
halichoeres bivittatus	wrasse	fish	yes	high	visual-name rule	Halichoeres bivittatus
humphead wrasse	wrasse	fish	yes	high	visual-name rule	humphead wrasse
lachnolaimus maximus	wrasse	fish	yes	high	visual-name rule	Lachnolaimus maximus
large hogfish	wrasse	fish	yes	high	visual-name rule	large hogfish displaying
large napoleon wrasse	wrasse	fish	yes	high	visual-name rule	large Napoleon wrasse
large sandager's wrasse	wrasse	fish	yes	high	visual-name rule	large Sandager's Wrasse
napoleon wrasse	wrasse	fish	yes	high	visual-name rule	Napoleon wrasse;Napoleon Wrasse
napoleon wrasse forages	wrasse	fish	yes	high	visual-name rule	Napoleon wrasse forages
red breasted wrasse	wrasse	fish	yes	high	visual-name rule	Red-breasted Wrasse;Red-breastedWrasse
sandager's wrasse	wrasse	fish	yes	high	visual-name rule	sandager's wrasse;Sandager's wrasse;Sandager's Wrasse displaying
slingjaw wrasse	wrasse	fish	yes	high	visual-name rule	Slingjaw Wrasse;SlingjawWrasse
spotted wrasse	wrasse	fish	yes	high	visual-name rule	Spotted Wrasse;SpottedWrasse
epizoanthus stellaris	zoanthid	zoanthid	yes	high	existing visually distinct group retained	Epizoanthus stellaris
parazoanthidae	zoanthid	zoanthid	yes	high	existing visually distinct group retained	Parazoanthidae
zoantharia	zoanthid	zoanthid	yes	high	existing visually distinct group retained	Zoantharia
zoanthid	zoanthid	zoanthid	yes	high	existing visually distinct group retained	zoanthid
